rep,setting,assumption,method,stage,target,time,time_s,time_t,rmse,relative_rmse,bias,mae,corr,mean_est,mean_true,sd_est,sd_true
1,power,lagged,RC,moment,offdiag_t5_s2,,2.0,5.0,0.2147068309845861,0.6828783579566738,-0.13905011370153106,0.14616372405088124,0.8369507679021918,0.09428298643286896,0.2333331001344,0.06035439833466456,0.21074182735199112
1,power,lagged,RC,moment,offdiag_t5_s3,,3.0,5.0,0.3000566060268376,0.5477622185289245,-0.1758042654777942,0.19481660247575705,0.9347600141094735,0.2260619560902058,0.401866221568,0.14392047766909474,0.3722543546362211
1,power,lagged,RC,moment,offdiag_t5_s4,,4.0,5.0,0.4400708694762366,0.5987547224931384,-0.2769124322474363,0.29883806157537185,0.9418253088540692,0.2577535992661637,0.5346660315135999,0.17789416030779723,0.5043046979633511
1,power,lagged,RC,moment_raw,offdiag_raw_all,,,,3.6792303740943804,9.782625395531344,-0.10284302856513991,0.43161088062583697,0.12222736680158904,0.12462673734846007,0.2274697659136,3.702368002521481,0.2995122023700268
2,power,lagged,RC,mu,all_periods,,,,0.6191966560368588,0.09824397046788327,0.020033016902222135,0.2258006872037667,0.9836084058923104,5.312907179100841,5.292874162198619,3.413656154322514,3.421810886459691
2,power,lagged,RC,mu,period_1,1.0,,,0.5063687135915148,0.07623718123563239,0.006081856079408132,0.17455419877569114,0.9898180686732249,5.615253856128482,5.609172000049074,3.518116083627624,3.557188457299274
2,power,lagged,RC,mu,period_2,2.0,,,0.23350506771248478,0.04151965452056869,0.03822720903999665,0.15717698474327288,0.9818497569756618,5.529867072271636,5.491639863231639,1.1783490900132296,1.2127941152120933
2,power,lagged,RC,mu,period_3,3.0,,,0.2673025300444206,0.04982776297219334,0.01904039471156661,0.17923787708330957,0.9312547432027053,5.344826757398871,5.325786362687306,0.7262107450164514,0.6435696549739367
2,power,lagged,RC,mu,period_4,4.0,,,0.5896566515494218,0.09895875117565595,0.028979150161553533,0.28585461559511816,0.9815494842984541,5.154671208714339,5.125692058552786,3.078930952663151,3.0384732577238793
2,power,lagged,RC,mu,period_5,5.0,,,1.0894691341198144,0.1423347160368114,0.007836474518585742,0.3321797598214418,0.9827153220516093,4.919917000990876,4.912080526472289,5.845802991566924,5.870212841137995
2,power,lagged,RC,moment,offdiag_all,,,,0.21631831336657104,0.5751640453825089,-0.11458346451975358,0.12253479497040007,0.931172594369373,0.11288630139384641,0.2274697659136,0.13145085599227344,0.2995122023700268
2,power,lagged,RC,moment,offdiag_t2_s1,,1.0,2.0,0.049370997721904196,0.6881822898270021,-0.036836161276273725,0.036872814700793344,0.7011641261878623,0.01969713218932627,0.0565332934656,0.02154135217007966,0.04416764852654527
2,power,lagged,RC,moment,offdiag_t3_s1,,1.0,3.0,0.0724328388665926,0.8008548459412045,-0.04251775588421515,0.04508214837281517,0.12168834338210438,0.027215522835784853,0.06973327871999999,0.020063499130050188,0.05759739552632087
2,power,lagged,RC,moment,offdiag_t3_s2,,2.0,3.0,0.15585906732461569,0.5892202501156093,-0.10079787715413735,0.1069736069107616,0.8641901494490589,0.10133527868586265,0.20213315584,0.06522124448135351,0.1706214961545104
2,power,lagged,RC,moment,offdiag_t4_s1,,1.0,4.0,0.07846486942830294,0.7769218681213141,-0.041956481528736794,0.04445463200316929,0.22838523185056847,0.0348434545736632,0.0767999361024,0.032842381636797556,0.06558709962499108
2,power,lagged,RC,moment,offdiag_t4_s2,,2.0,4.0,0.18147339439156787,0.5947072557599121,-0.12162452767645272,0.12358380510678159,0.9050529733257668,0.10774192203874725,0.2293664497152,0.07816446419240153,0.20126099863498476
2,power,lagged,RC,moment,offdiag_t4_s3,,3.0,4.0,0.2694518779221692,0.5109645042762612,-0.1709630690235427,0.18254287792656967,0.9591993836126638,0.22156985744045724,0.39253292646399995,0.15484581893694435,0.35214355098631855
2,power,lagged,RC,moment,offdiag_t5_s1,,1.0,5.0,0.09107861041494963,0.8811162486956384,-0.05161890153224298,0.057508278122307896,-0.11446487968032379,0.02611436408055703,0.07773326561280001,0.024593689765562015,0.06813471056435913
2,power,lagged,RC,moment,offdiag_t5_s2,,2.0,5.0,0.20303328608544127,0.6457504699630505,-0.1321618811124849,0.13677219513009986,0.8726313970754119,0.10117121902191513,0.2333331001344,0.06917059800264487,0.21074182735199112
2,power,lagged,RC,moment,offdiag_t5_s3,,3.0,5.0,0.3161466726530467,0.5771351115578559,-0.19235635384302321,0.21251228005258702,0.9304340573256126,0.20950986772497673,0.401866221568,0.13579127289113624,0.3722543546362211
